Title;DOI;Article Type?;Year;Courses:;keyword themes;Inclusive Teaching  included?;Word Count of Inclusive Teaching?;Attended Workshop?;article_num;Group Year;it_tokens_3w;dei_related
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;structure images schematics;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;three dimensional manipulative;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;dimensional manipulative provide;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;three dimensional model;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;leverage diversity within;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;encouraging every student;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;color coded chenille;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;coded chenille stems;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;differently abled students;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;abled students including;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;students including varying;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;including varying color;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;varying color combinations;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;using differently textured;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;differently textured stems;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;visually impaired students;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;professional online animations;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;multiple problem ss;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;problem ss allow;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;ss allow study;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;multiple learning paces;FALSE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;interactive tasking students;TRUE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;define structures within;FALSE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;cooperative nature inherent;TRUE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;small group format;FALSE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;group format may;FALSE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;format may increase;FALSE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;may increase student;FALSE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;increase student engagement;TRUE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;student engagement leading;TRUE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;visual spatial element;TRUE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;spatial element drawing;TRUE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;element drawing students;TRUE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;drawing students may;TRUE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;students may see;FALSE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;information recall compared;FALSE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;assessing scientific data;FALSE
Understanding Gastric Acid Secretion: An Active Learning Approach;https://doi.org/10.24918/cs.2020.38;Lesson;2020;Anatomy-Physiology;disease, signal transduction, Acid Secretion, Autonomic Nervous System, Endocrine, Gastric Physiology, GPCR, Histology of Gastric Pit;Yes;203;NA;134;2019 - 2022;prevent prior knowledge;FALSE
